datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,pollution,sunlight,traffic,count
2012-10-15 00:00:00,4,0,1,2,22.96,26.515,73,16.9979,13.837711373864446,22.961000000000002,0.0002423054021920468,48
2012-07-03 00:00:00,3,0,1,1,29.52,33.335,54,0.0,2.2192876419764587,29.521,0.004489314454335112,53
2012-07-17 11:00:00,3,0,1,2,35.26,40.15,47,0.0,54.1735600383704,35.260999999999996,0.0,206
2011-06-13 21:00:00,2,0,1,1,26.24,31.06,41,16.9979,43.95435968456362,26.241,0.0002423054021920468,218
2011-03-03 05:00:00,1,0,1,1,5.74,6.06,33,19.9995,0.6351344072124607,5.7410000000000005,0.0002423054021920468,8
2011-08-11 01:00:00,3,0,1,1,28.7,31.82,45,8.9981,5.18982258110581,28.701,0.004489314454335112,26
2011-03-14 15:00:00,1,0,1,1,15.58,19.695,37,11.0014,20.65150684031528,15.581,0.0002423054021920468,101
2012-06-09 13:00:00,2,0,0,1,33.62,34.85,24,19.0012,48.66222813252382,33.620999999999995,0.0,585
2012-10-04 02:00:00,4,0,1,1,26.24,28.79,89,0.0,1.774335318241576,26.241,0.0002423054021920468,13
2012-05-14 20:00:00,2,0,1,2,23.78,27.275,88,12.998,67.78485040711539,23.781000000000002,0.0,189
2011-04-05 10:00:00,2,0,1,3,13.94,15.15,81,26.0027,5.238070891289037,13.940999999999999,0.0002423054021920468,28
2012-05-02 19:00:00,2,0,1,1,22.14,25.76,77,16.9979,14.358392059204284,22.141000000000002,0.004489314454335112,504
2012-08-12 11:00:00,3,0,0,1,30.34,33.335,42,11.0014,11.692197452060833,30.341,0.01561450243171645,449
2011-03-12 17:00:00,1,0,0,1,18.86,22.725,44,22.0028,29.965057966023323,18.861,0.0,213
2012-01-09 16:00:00,1,0,1,3,9.02,12.88,87,6.0032,2.4482493441540063,9.020999999999999,0.0002423054021920468,49
2012-09-17 14:00:00,3,0,1,2,26.24,30.305,65,16.9979,0.7369361475528716,26.241,0.0,332
2011-07-04 07:00:00,3,1,0,1,27.06,30.305,83,8.9981,23.782472671524772,27.061,0.0,36
2012-05-15 08:00:00,2,0,1,2,23.78,27.275,88,6.0032,11.927249418251055,23.781000000000002,0.0,409
2011-09-11 20:00:00,3,0,0,1,25.42,29.545,73,7.0015,84.19604821064459,25.421000000000003,0.0,226
2012-03-10 07:00:00,1,0,0,1,9.02,10.605,44,16.9979,0.31742093192641935,9.020999999999999,0.0,40
2011-03-04 15:00:00,1,0,1,1,14.76,16.665,40,19.9995,8.811337394556336,14.761,0.01561450243171645,106
2012-06-01 07:00:00,2,0,1,2,26.24,28.79,89,12.998,193.89602698120626,26.241,0.01561450243171645,402
2012-11-12 14:00:00,4,1,0,1,23.78,27.275,60,19.0012,2.95428426628689,23.781000000000002,0.004489314454335112,444
2012-07-09 05:00:00,3,0,1,2,27.06,30.305,83,15.0013,9.516816398579822,27.061,0.01561450243171645,28
2011-07-01 08:00:00,3,0,1,1,28.7,31.82,42,11.0014,112.48067310439826,28.701,0.01561450243171645,492
2012-02-17 17:00:00,1,0,1,1,17.22,21.21,32,22.0028,192.44200028866933,17.221,0.01561450243171645,465
2012-02-17 12:00:00,1,0,1,1,15.58,19.695,46,26.0027,57.62722232852323,15.581,0.004489314454335112,198
2011-04-07 16:00:00,2,0,1,1,24.6,31.06,35,0.0,1.0314299504342856,24.601000000000003,0.0002423054021920468,213
2012-05-17 10:00:00,2,0,1,1,22.96,26.515,52,16.9979,69.14201342533659,22.961000000000002,0.01561450243171645,205
2011-10-03 19:00:00,4,0,1,1,16.4,20.455,76,0.0,110.78041083947447,16.401,0.0002423054021920468,315
2012-05-03 02:00:00,2,0,1,2,18.86,22.725,88,8.9981,13.108510365188213,18.861,0.0002423054021920468,17
2012-03-07 04:00:00,1,0,1,1,11.48,12.88,61,22.0028,1.2596261170273195,11.481,0.0002423054021920468,3
2011-04-05 07:00:00,2,0,1,2,19.68,23.485,88,22.0028,0.23249244942461625,19.681,0.0002423054021920468,134
2011-06-13 22:00:00,2,0,1,1,25.42,31.06,46,15.0013,1.281167998171473,25.421000000000003,0.0002423054021920468,134
2012-10-03 12:00:00,4,0,1,2,28.7,32.575,70,7.0015,9.3829310025904,28.701,0.0002423054021920468,358
2012-01-06 08:00:00,1,0,1,1,9.84,12.12,70,8.9981,40.092841737499796,9.841,0.0002423054021920468,447
2011-09-09 21:00:00,3,0,1,1,27.06,29.545,89,0.0,80.26531103525492,27.061,0.0,203
2011-05-17 16:00:00,2,0,1,1,25.42,30.305,61,22.0028,72.80053038380632,25.421000000000003,0.01561450243171645,290
2012-03-17 14:00:00,1,0,0,1,25.42,31.06,53,6.0032,22.833451246047904,25.421000000000003,0.0002423054021920468,690
2012-06-02 20:00:00,2,0,0,1,25.42,31.06,35,19.0012,23.006867113667422,25.421000000000003,0.0002423054021920468,399
2011-03-08 14:00:00,1,0,1,2,15.58,19.695,20,0.0,24.873894420665685,15.581,0.004489314454335112,72
2012-11-05 02:00:00,4,0,1,2,12.3,15.15,56,11.0014,0.6082463891568803,12.301,0.01561450243171645,6
2012-10-13 18:00:00,4,0,0,1,18.86,22.725,44,8.9981,95.63246237504259,18.861,0.0,473
2011-09-18 05:00:00,3,0,0,1,18.04,21.97,77,15.0013,0.03233557032126806,18.041,0.004489314454335112,6
2012-09-12 05:00:00,3,0,1,1,20.5,24.24,72,6.0032,16.62166868849795,20.501,0.01561450243171645,48
2012-08-06 03:00:00,3,0,1,3,29.52,34.85,79,6.0032,0.5334210890069523,29.521,0.0002423054021920468,5
2012-08-07 01:00:00,3,0,1,1,28.7,33.335,84,8.9981,1.8353028266464604,28.701,0.0002423054021920468,18
2011-04-10 05:00:00,2,0,0,2,14.76,18.18,93,6.0032,3.7976755322401066,14.761,0.0002423054021920468,4
2012-12-13 22:00:00,4,0,1,1,10.66,14.395,60,6.0032,20.285088973408413,10.661,0.004489314454335112,148
2012-05-12 04:00:00,2,0,0,1,18.04,21.97,67,7.0015,1.3469178560597477,18.041,0.0,9
2012-03-03 20:00:00,1,0,0,1,18.04,21.97,30,8.9981,21.280692467787784,18.041,0.004489314454335112,149
2011-11-16 15:00:00,4,0,1,3,19.68,23.485,94,7.0015,5.6392480430855585,19.681,0.004489314454335112,66
2011-02-13 13:00:00,1,0,0,1,15.58,19.695,29,23.9994,79.93686102519825,15.581,0.0002423054021920468,154
2012-07-15 20:00:00,3,0,0,1,29.52,34.85,79,16.9979,106.9733471725514,29.521,0.0,294
2012-02-14 06:00:00,1,0,1,2,10.66,15.15,56,0.0,52.08081830281685,10.661,0.01561450243171645,90
2012-03-11 08:00:00,1,0,0,1,9.02,11.365,69,8.9981,1.3140385286378569,9.020999999999999,0.0,72
2011-03-11 15:00:00,1,0,1,2,13.94,15.91,53,16.9979,29.42781508486045,13.940999999999999,0.01561450243171645,85
2012-09-11 01:00:00,3,0,1,1,20.5,24.24,63,0.0,0.38419866878331166,20.501,0.0,10
2012-02-13 15:00:00,1,0,1,1,14.76,17.425,27,8.9981,0.8715566007845945,14.761,0.01561450243171645,155
2012-01-15 05:00:00,1,0,0,2,6.56,6.82,47,22.0028,1.6782494782928898,6.561,0.01561450243171645,5
2011-04-12 00:00:00,2,0,1,2,25.42,31.06,50,7.0015,4.87713382332824,25.421000000000003,0.0002423054021920468,24
2012-08-09 07:00:00,3,0,1,2,28.7,33.335,84,11.0014,8.422936412300505,28.701,0.0,475
2011-07-17 16:00:00,3,0,0,1,32.8,36.365,46,19.9995,85.59358505918337,32.800999999999995,0.0002423054021920468,317
2012-02-19 18:00:00,1,0,0,2,12.3,13.635,49,22.0028,10.215350117174836,12.301,0.004489314454335112,167
2011-04-10 22:00:00,2,0,0,1,18.04,21.97,94,16.9979,13.47876267577781,18.041,0.0,57
2011-10-07 20:00:00,4,0,1,1,22.14,25.76,49,0.0,43.880253222389776,22.141000000000002,0.0,197
2012-01-06 09:00:00,1,0,1,1,9.84,12.12,70,11.0014,43.593420298914516,9.841,0.01561450243171645,241
2011-09-04 12:00:00,3,0,0,1,31.16,36.365,66,11.0014,215.16458805371428,31.161,0.0,435
2012-07-14 16:00:00,3,0,0,2,29.52,34.85,79,23.9994,205.6127360989444,29.521,0.004489314454335112,566
2012-10-13 08:00:00,4,0,0,1,13.94,17.425,53,7.0015,39.90129622287831,13.940999999999999,0.01561450243171645,174
2012-02-18 09:00:00,1,0,0,1,9.02,12.12,80,7.0015,16.798386559910583,9.020999999999999,0.01561450243171645,138
2012-07-18 19:00:00,3,0,1,2,31.16,35.605,62,7.0015,151.54474079836,31.161,0.01561450243171645,516
2012-09-15 08:00:00,3,0,0,1,22.96,26.515,49,27.9993,103.34943216718904,22.961000000000002,0.01561450243171645,212
2011-08-15 19:00:00,3,0,1,1,28.7,32.575,65,0.0,205.55444122935495,28.701,0.01561450243171645,397
2011-07-10 02:00:00,3,0,0,1,27.88,31.82,69,6.0032,25.596076922956534,27.881,0.004489314454335112,96
2011-11-05 12:00:00,4,0,0,1,14.76,17.425,46,11.0014,74.57692645059747,14.761,0.01561450243171645,372
2012-05-07 19:00:00,2,0,1,1,23.78,27.275,56,22.0028,258.9817833794568,23.781000000000002,0.0002423054021920468,546
2012-10-17 02:00:00,4,0,1,1,15.58,19.695,76,0.0,4.899416335536673,15.581,0.0,16
2012-08-18 13:00:00,3,0,0,1,30.34,32.575,40,12.998,54.99285326650671,30.341,0.0,644
2011-08-05 21:00:00,3,0,1,1,28.7,32.575,65,12.998,0.4911200689275928,28.701,0.01561450243171645,173
2012-07-18 20:00:00,3,0,1,1,30.34,34.09,62,6.0032,6.353502865111841,30.341,0.01561450243171645,366
2011-06-16 11:00:00,2,0,1,2,27.88,31.82,61,19.9995,12.836212075515164,27.881,0.0,150
2011-11-14 03:00:00,4,0,1,1,18.04,21.97,67,19.0012,1.0555487995034192,18.041,0.0,7
2011-04-03 21:00:00,2,0,0,2,17.22,21.21,44,15.0013,5.130751289088023,17.221,0.0,45
2012-05-07 20:00:00,2,0,1,1,22.14,25.76,52,19.0012,17.194056630938306,22.141000000000002,0.01561450243171645,323
2011-02-14 17:00:00,1,0,1,1,18.86,22.725,33,40.9973,73.47514879850117,18.861,0.0,243
2012-01-16 22:00:00,1,1,0,2,12.3,13.635,49,23.9994,6.364057658541222,12.301,0.004489314454335112,43
2011-11-11 18:00:00,4,1,0,1,13.94,15.91,39,16.9979,107.12377360123662,13.940999999999999,0.0,208
2012-10-09 15:00:00,4,0,1,2,21.32,25.0,63,11.0014,188.76025786676917,21.321,0.0,254
2012-10-19 00:00:00,4,0,1,2,22.96,26.515,83,7.0015,12.959671429419071,22.961000000000002,0.004489314454335112,56
2011-04-19 23:00:00,2,0,1,1,18.86,22.725,88,6.0032,14.905324380975705,18.861,0.01561450243171645,52
2011-01-01 17:00:00,1,0,0,2,18.04,21.97,82,19.0012,23.07252901327387,18.041,0.01561450243171645,67
2011-04-19 16:00:00,2,0,1,1,22.96,26.515,52,19.9995,64.92397343162351,22.961000000000002,0.0002423054021920468,192
2011-05-05 14:00:00,2,0,1,1,22.14,25.76,28,30.0026,52.339426433084704,22.141000000000002,0.0002423054021920468,154
2011-11-04 18:00:00,4,0,1,1,17.22,21.21,32,31.0009,63.408730175030996,17.221,0.0002423054021920468,374
2011-04-14 08:00:00,2,0,1,1,17.22,21.21,58,11.0014,108.16401226855145,17.221,0.0002423054021920468,337
2012-09-10 08:00:00,3,0,1,1,22.96,26.515,60,19.0012,89.57638760399766,22.961000000000002,0.004489314454335112,730
2011-06-04 10:00:00,2,0,0,1,26.24,31.06,38,7.0015,48.380061570214245,26.241,0.004489314454335112,317
2012-09-08 23:00:00,3,0,0,2,23.78,27.275,73,11.0014,82.49606915189293,23.781000000000002,0.004489314454335112,133
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,7.773773675875605,9.020999999999999,0.01561450243171645,163
2012-01-17 19:00:00,1,0,1,1,18.86,22.725,63,27.9993,132.24482722171675,18.861,0.01561450243171645,308
2011-10-14 10:00:00,4,0,1,3,22.14,25.76,88,23.9994,48.880658552297625,22.141000000000002,0.0002423054021920468,125
2012-08-03 23:00:00,3,0,1,1,30.34,35.605,79,8.9981,34.33370672569924,30.341,0.01561450243171645,196
2012-10-10 02:00:00,4,0,1,2,18.86,22.725,88,0.0,0.10186355591401101,18.861,0.01561450243171645,8
2012-08-06 11:00:00,3,0,1,1,31.16,36.365,66,8.9981,4.346321987872828,31.161,0.0,260
2011-03-10 06:00:00,1,0,1,3,14.76,16.665,0,22.0028,0.007933370388688143,14.761,0.01561450243171645,12
2012-08-08 16:00:00,3,0,1,2,32.8,37.12,49,19.0012,13.691656503459276,32.800999999999995,0.004489314454335112,441
2012-09-02 21:00:00,3,0,0,1,28.7,32.575,70,11.0014,34.30525604559359,28.701,0.0,171
2011-02-05 03:00:00,1,0,0,2,9.84,12.12,75,11.0014,0.297045728543366,9.841,0.01561450243171645,11
2012-09-08 13:00:00,3,0,0,1,33.62,38.635,52,35.0008,102.09346023451032,33.620999999999995,0.0002423054021920468,668
2011-05-10 08:00:00,2,0,1,2,20.5,24.24,51,7.0015,367.3085989447825,20.501,0.01561450243171645,425
2011-11-02 02:00:00,4,0,1,1,12.3,16.665,87,0.0,0.1841339280795659,12.301,0.0002423054021920468,2
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,0.36264723570769036,6.561,0.0002423054021920468,9
2012-06-03 12:00:00,2,0,0,1,27.06,31.06,39,19.9995,411.26342272149765,27.061,0.0,684
2011-10-16 05:00:00,4,0,0,1,17.22,21.21,54,11.0014,0.4158632067646306,17.221,0.01561450243171645,7
2011-09-17 18:00:00,3,0,0,2,21.32,25.0,72,15.0013,19.965229490162297,21.321,0.01561450243171645,329
2011-05-06 21:00:00,2,0,1,1,19.68,23.485,67,8.9981,51.739450336738116,19.681,0.004489314454335112,152
2011-02-12 13:00:00,1,0,0,1,12.3,13.635,39,27.9993,0.31172610230830294,12.301,0.0,135
2012-04-06 09:00:00,2,0,1,1,13.94,15.15,42,22.0028,62.545785088541464,13.940999999999999,0.0002423054021920468,376
2012-01-17 22:00:00,1,0,1,1,18.86,22.725,72,26.0027,10.674715386902871,18.861,0.0,90
2012-06-16 02:00:00,2,0,0,1,23.78,27.275,53,0.0,14.801526801095655,23.781000000000002,0.01561450243171645,67
2012-05-01 04:00:00,2,0,1,2,21.32,25.0,72,6.0032,3.079591368505038,21.321,0.0,8
2012-10-13 21:00:00,4,0,0,1,16.4,20.455,58,12.998,15.21516664576898,16.401,0.01561450243171645,204
2011-07-17 08:00:00,3,0,0,1,27.88,31.82,65,15.0013,18.22547664074805,27.881,0.01561450243171645,118
2012-02-04 21:00:00,1,0,0,3,9.84,12.12,93,8.9981,51.58748178082723,9.841,0.01561450243171645,78
2011-07-04 04:00:00,3,1,0,2,27.06,30.305,78,6.0032,0.00901408901548539,27.061,0.0,12
2012-03-06 16:00:00,1,0,1,1,14.76,16.665,32,19.0012,88.22956577088013,14.761,0.004489314454335112,250
2011-02-15 14:00:00,1,0,1,1,13.94,15.91,19,15.0013,3.7452279455961994,13.940999999999999,0.01561450243171645,79
2011-03-18 23:00:00,1,0,1,2,24.6,31.06,53,15.0013,3.978112541805765,24.601000000000003,0.0,86
2012-11-06 08:00:00,4,0,1,1,9.02,11.365,69,11.0014,97.88112820455262,9.020999999999999,0.004489314454335112,588
2011-04-02 05:00:00,2,0,0,2,9.84,12.12,75,11.0014,0.7318623907700029,9.841,0.004489314454335112,5
2011-07-10 20:00:00,3,0,0,1,31.16,34.85,55,12.998,67.56176204114719,31.161,0.01561450243171645,268
2012-07-08 05:00:00,3,0,0,1,31.98,37.12,62,0.0,0.01381356724209447,31.981,0.0002423054021920468,6
2012-07-15 09:00:00,3,0,0,2,29.52,34.85,79,0.0,198.1251681188424,29.521,0.0,221
2011-03-18 12:00:00,1,0,1,2,22.96,26.515,49,23.9994,67.55059792669644,22.961000000000002,0.01561450243171645,195
2011-07-14 13:00:00,3,0,1,1,31.16,33.335,33,22.0028,48.10724868564828,31.161,0.004489314454335112,177
2012-06-17 13:00:00,2,0,0,1,26.24,31.06,53,11.0014,99.76469115911847,26.241,0.0,614
2012-10-05 23:00:00,4,0,1,1,23.78,27.275,78,15.0013,61.30640445627504,23.781000000000002,0.0002423054021920468,171
2011-10-02 17:00:00,4,0,0,3,14.76,17.425,87,11.0014,2.263191386370021,14.761,0.0002423054021920468,167
2012-04-04 10:00:00,2,0,1,2,22.14,25.76,45,8.9981,37.70290127173199,22.141000000000002,0.0,167
2011-05-10 19:00:00,2,0,1,1,24.6,31.06,43,15.0013,0.6626976241011869,24.601000000000003,0.004489314454335112,434
2011-11-17 04:00:00,4,0,1,2,16.4,20.455,62,27.9993,0.23191491928985783,16.401,0.0002423054021920468,4
2011-10-11 00:00:00,4,0,1,2,22.14,25.76,88,0.0,1.5633368310426183,22.141000000000002,0.0002423054021920468,30
2011-12-11 21:00:00,4,0,0,1,9.02,13.635,55,0.0,55.611943973596325,9.020999999999999,0.004489314454335112,63
2011-08-04 15:00:00,3,0,1,1,32.8,37.88,55,16.9979,0.30039275844215385,32.800999999999995,0.004489314454335112,165
2011-10-02 15:00:00,4,0,0,3,14.76,16.665,81,16.9979,14.880287252904793,14.761,0.0,173
2011-05-16 09:00:00,2,0,1,1,24.6,29.545,69,12.998,6.8625956533361725,24.601000000000003,0.004489314454335112,194
2012-04-13 21:00:00,2,0,1,1,20.5,24.24,36,0.0,57.155959587376955,20.501,0.0,189
2011-09-01 18:00:00,3,0,1,1,29.52,33.335,54,15.0013,316.25667637774086,29.521,0.0002423054021920468,531
2012-06-13 17:00:00,2,0,1,1,29.52,32.575,32,32.9975,216.1440725630643,29.521,0.0002423054021920468,857
2012-04-04 11:00:00,2,0,1,2,24.6,31.06,43,23.9994,15.90169799557346,24.601000000000003,0.0,213
2011-12-08 06:00:00,4,0,1,1,9.02,10.605,55,19.0012,28.720878572051948,9.020999999999999,0.004489314454335112,71
2011-02-01 19:00:00,1,0,1,2,9.84,12.12,81,8.9981,5.1025904558749255,9.841,0.0002423054021920468,108
